productid,attribute_name,attributevalue
11407138,Season,15
11407150,Season,15
11407158,Season,15
11407160,Season,15
11407162,Season,15
11407168,Season,15
11407172,Season,15
11407178,Season,15
11407182,Season,15
11407186,Season,15
11407194,Season,15
11407196,Season,15
11407198,Season,15
11407208,Season,15
11407212,Season,15
11407216,Season,15
11407218,Season,15
11407222,Season,15
11407224,Season,15
11407226,Season,15
11407236,Season,15
11407344,Season,15
11407350,Season,15
11407404,Season,15
11407406,Season,15
11407408,Season,15
11407410,Season,15
11407412,Season,15
11360928,Season,15
11360932,Season,15
11407180,Season,15
11360668,Season,15
11360688,Season,15
11407142,Season,15
11407372,Season,15
11407382,Season,15
11360952,Season,15
11361042,Season,15
11407468,Season,15
11407476,Season,15
11407478,Season,15
11407374,Season,15
11407376,Season,15
11407134,Season,15
11407140,Season,15
11407436,Season,15
11360704,Season,15
11407430,Season,15
11360642,Season,15
11360644,Season,15
11360692,Season,15
11360694,Season,15
11360696,Season,15
11360698,Season,15
11407206,Season,15
11407244,Season,15
11407256,Season,15
11407128,Season,15
11360768,Season,15
11360798,Season,15
11360800,Season,15
11360956,Season,15
11360990,Season,15
11407266,Season,15
11407268,Season,15
11360894,Season,15
11407364,Season,15
11407366,Season,15
11407368,Season,15
11360708,Season,15
11360710,Season,15
11360716,Season,15
11360718,Season,15
11360724,Season,15
11360730,Season,15
11360740,Season,15
11360756,Season,15
11360758,Season,15
11407154,Season,15
11360846,Season,15
11360848,Season,15
11360722,Season,15
11360728,Season,15
11360738,Season,15
11360760,Season,15
11360764,Season,15
11360770,Season,15
11360776,Season,15
11360778,Season,15
11360780,Season,15
11360782,Season,15
11360784,Season,15
11360786,Season,15
11360962,Season,15
11360964,Season,15
11360966,Season,15
11360968,Season,15
11360974,Season,15
11360976,Season,15
11360986,Season,15
11360988,Season,15
11360994,Season,15
11360996,Season,15
11361054,Season,15
11361056,Season,15
11361058,Season,15
11361060,Season,15
11407152,Season,15
11407170,Season,15
11407204,Season,15
11407242,Season,15
11407262,Season,15
11407264,Season,15
11407270,Season,15
11407272,Season,15
11407274,Season,15
11407278,Season,15
11407280,Season,15
11407282,Season,15
11407318,Season,15
11407324,Season,15
11407398,Season,15
11407400,Season,15
11407416,Season,15
11407422,Season,15
11407434,Season,15
11407388,Category,1
11407388,Fabric,118
11407388,Color,28
11407392,Category,1
11407392,Fabric,118
11407392,Color,52
11407394,Category,1
11407394,Fabric,118
11407394,Color,54
11360656,Fit,14
11360658,Fit,14
11407316,Category,12
11407316,Fit,14
11407316,Fabric,2
11407316,Color,22
11407238,Category,12
11407238,Fit,0
11407238,Sleeve Length,13
11407238,Fabric,27
11407238,Neckline,100
11407246,Category,12
11407246,Fit,0
11407246,Sleeve Length,21
11407246,Fabric,2
11407246,Color,22
11407246,Neckline,4
11407098,Category,1
11407098,Fit,0
11407098,Sleeve Length,3
11407098,Fabric,10
11407098,Color,18
11407098,Neckline,4
11407102,Category,1
11407102,Fit,0
11407102,Sleeve Length,53
11407102,Fabric,10
11407102,Color,17
11407102,Neckline,4
11407114,Category,1
11407114,Fit,0
11407114,Sleeve Length,3
11407114,Fabric,27
11407114,Color,28
11407114,Neckline,4
11407116,Category,1
11407116,Fit,0
11407116,Sleeve Length,3
11407116,Fabric,27
11407116,Color,62
11407116,Neckline,4
11407120,Category,1
11407120,Fit,0
11407120,Sleeve Length,21
11407120,Fabric,10
11407120,Color,40
11407120,Neckline,4
11407122,Category,1
11407122,Fit,0
11407122,Sleeve Length,53
11407122,Fabric,27
11407122,Color,32
11407122,Neckline,4
11407138,Category,1
11407138,Fit,0
11407138,Sleeve Length,3
11407138,Fabric,10
11407138,Color,121
11407138,Neckline,8
11407150,Category,1
11407150,Fit,0
11407150,Sleeve Length,3
11407150,Fabric,10
11407150,Color,38
11407150,Neckline,49
11407160,Category,1
11407160,Fit,0
11407160,Sleeve Length,13
11407160,Fabric,10
11407160,Color,18
11407160,Neckline,4
11407162,Category,1
11407162,Fit,0
11407162,Sleeve Length,21
11407162,Fabric,10
11407162,Color,35
11407162,Neckline,4
11407168,Category,1
11407168,Fit,0
11407168,Sleeve Length,3
11407168,Fabric,10
11407168,Color,32
11407168,Neckline,49
11407172,Category,1
11407172,Fit,0
11407172,Sleeve Length,3
11407172,Fabric,2
11407172,Color,18
11407172,Neckline,8
11407178,Category,1
11407178,Fit,0
11407178,Sleeve Length,104
11407178,Fabric,2
11407178,Color,18
11407178,Neckline,8
11407182,Category,1
11407182,Fit,0
11407182,Sleeve Length,13
11407182,Fabric,2
11407182,Color,18
11407182,Neckline,49
11407186,Category,1
11407186,Fit,0
11407186,Sleeve Length,104
11407186,Fabric,2
11407186,Color,18
11407186,Neckline,8
11407194,Category,1
11407194,Fit,0
11407194,Sleeve Length,3
11407194,Fabric,2
11407194,Color,18
11407194,Neckline,49
11407196,Category,1
11407196,Sleeve Length,3
11407196,Fabric,2
11407196,Color,18
11407196,Neckline,8
11407198,Category,1
11407198,Fit,14
11407198,Sleeve Length,3
11407198,Fabric,2
11407198,Color,18
11407198,Neckline,49
11407208,Category,1
11407208,Fit,0
11407208,Sleeve Length,3
11407208,Fabric,10
11407208,Color,18
11407208,Neckline,4
11407216,Category,1
11407216,Fit,0
11407216,Sleeve Length,23
11407216,Fabric,27
11407216,Color,18
11407216,Neckline,4
11407218,Category,1
11407218,Fit,0
11407218,Sleeve Length,23
11407218,Fabric,27
11407218,Color,18
11407218,Neckline,8
11407222,Category,1
11407222,Fit,0
11407222,Sleeve Length,3
11407222,Fabric,10
11407222,Neckline,8
11407224,Category,1
11407224,Fit,0
11407224,Sleeve Length,3
11407224,Fabric,10
11407224,Color,32
11407224,Neckline,8
11407236,Category,1
11407236,Fit,0
11407236,Sleeve Length,3
11407236,Fabric,10
11407236,Color,59
11407236,Neckline,4
11407344,Category,1
11407344,Fit,14
11407344,Sleeve Length,3
11407344,Fabric,10
11407344,Color,32
11407344,Neckline,8
11407350,Category,1
11407350,Fit,0
11407350,Sleeve Length,13
11407350,Fabric,10
11407350,Color,17
11407350,Neckline,8
11407404,Category,1
11407404,Fit,0
11407404,Sleeve Length,13
11407404,Fabric,2
11407404,Color,18
11407404,Neckline,4
11407406,Category,1
11407406,Fit,0
11407406,Sleeve Length,13
11407406,Color,54
11407406,Neckline,8
11407408,Category,1
11407408,Fit,0
11407408,Sleeve Length,13
11407408,Color,18
11407408,Neckline,8
11407410,Category,1
11407410,Fit,0
11407410,Sleeve Length,13
11407410,Fabric,118
11407410,Color,102
11407410,Neckline,8
11407412,Category,1
11407412,Fit,0
11407412,Sleeve Length,13
11407412,Fabric,118
11407412,Color,20
11407412,Neckline,8
11407180,Category,1
11407180,Fit,0
11407180,Sleeve Length,23
11407180,Fabric,2
11407180,Color,17
11407180,Neckline,4
11407372,Category,1
11407372,Fit,0
11407372,Fabric,16
11407372,Color,28
11407382,Category,1
11407382,Fit,0
11407382,Fabric,2
11407382,Color,103
11407468,Category,1
11407468,Color,20
11407476,Category,1
11407476,Color,28
11407478,Category,1
11407478,Color,25
11407374,Category,1
11407374,Fit,14
11407374,Fabric,2
11407374,Color,17
11407376,Category,1
11407376,Fit,14
11407376,Fabric,2
11407376,Color,25
11407134,Category,1
11407134,Fit,0
11407134,Sleeve Length,23
11407134,Fabric,16
11407134,Color,17
11407134,Neckline,4
11407436,Category,1
11407436,Fit,0
11407436,Sleeve Length,3
11407436,Fabric,2
11407436,Color,17
11407436,Neckline,4
11407430,Category,7
11407430,Fit,14
11407430,Sleeve Length,13
11407430,Fabric,33
11407430,Color,52
11407430,Neckline,124
11407206,Category,12
11407206,Fit,14
11407206,Sleeve Length,23
11407206,Fabric,55
11407206,Neckline,4
11407244,Category,12
11407244,Fit,14
11407244,Sleeve Length,23
11407244,Fabric,55
11407244,Neckline,4
11407256,Category,12
11407256,Fit,0
11407256,Sleeve Length,13
11407256,Fabric,33
11407256,Neckline,26
11407128,Category,1
11407128,Fit,0
11407128,Sleeve Length,3
11407128,Fabric,16
11407128,Color,28
11407128,Neckline,51
11407266,Category,7
11407266,Fit,37
11407266,Sleeve Length,3
11407266,Fabric,2
11407266,Color,17
11407266,Neckline,26
11407268,Category,7
11407268,Fit,37
11407268,Sleeve Length,3
11407268,Fabric,2
11407268,Color,35
11407268,Neckline,26
11407364,Category,1
11407364,Fit,14
11407364,Fabric,16
11407364,Color,25
11407366,Category,1
11407366,Fit,14
11407366,Fabric,16
11407366,Color,17
11407368,Category,1
11407368,Fit,14
11407368,Fabric,16
11407154,Sleeve Length,13
11407154,Fabric,33
11407154,Color,18
11407154,Neckline,26
11407152,Category,7
11407152,Fit,0
11407152,Sleeve Length,13
11407152,Fabric,2
11407152,Color,28
11407152,Neckline,8
11407170,Category,7
11407170,Fit,0
11407170,Sleeve Length,13
11407170,Fabric,55
11407170,Color,59
11407170,Neckline,8
11407204,Category,7
11407204,Fit,0
11407204,Sleeve Length,13
11407204,Fabric,55
11407204,Color,17
11407204,Neckline,8
11407262,Category,7
11407262,Fit,0
11407262,Sleeve Length,13
11407262,Fabric,33
11407262,Color,32
11407262,Neckline,8
11407264,Category,7
11407264,Fit,0
11407264,Sleeve Length,13
11407264,Fabric,10
11407264,Color,17
11407264,Neckline,8
11407274,Category,7
11407274,Fit,0
11407274,Sleeve Length,3
11407274,Fabric,27
11407274,Color,20
11407274,Neckline,4
11407280,Category,7
11407280,Fit,0
11407280,Sleeve Length,3
11407280,Fabric,10
11407280,Color,69
11407280,Neckline,8
11407282,Category,7
11407282,Fit,0
11407282,Sleeve Length,3
11407282,Fabric,10
11407282,Color,87
11407282,Neckline,8
11407318,Category,7
11407318,Fit,0
11407318,Sleeve Length,3
11407318,Fabric,10
11407318,Color,17
11407318,Neckline,124
11407324,Category,7
11407324,Fit,0
11407324,Sleeve Length,13
11407324,Fabric,16
11407324,Color,28
11407324,Neckline,8
11407398,Category,7
11407398,Fit,0
11407398,Sleeve Length,3
11407398,Fabric,10
11407398,Color,59
11407398,Neckline,26
11407416,Category,7
11407416,Fit,0
11407416,Sleeve Length,3
11407416,Fabric,2
11407416,Color,18
11407416,Neckline,8
11407422,Category,7
11407422,Fit,0
11407422,Sleeve Length,3
11407422,Fabric,27
11407422,Color,25
11407422,Neckline,8
11407434,Category,7
11407434,Fit,0
11407434,Sleeve Length,3
11407434,Fabric,10
11407434,Color,69
11407434,Neckline,4
11407248,Category,12
11407248,Fit,0
11407248,Sleeve Length,3
11407248,Fabric,200
11407248,Neckline,4
11407158,Category,1
11407158,Fit,0
11407158,Sleeve Length,23
11407158,Fabric,27
11407158,Neckline,26
11407212,Category,1
11407212,Fit,0
11407212,Sleeve Length,3
11407212,Fabric,10
11407212,Color,111
11407212,Neckline,8
11407226,Category,1
11407226,Fit,0
11407226,Sleeve Length,23
11407226,Fabric,120
11407226,Color,32
11407226,Neckline,4
11407142,Category,1
11407142,Fit,14
11407142,Fabric,120
11407142,Color,17
11407140,Category,1
11407140,Fit,0
11407140,Sleeve Length,3
11407140,Fabric,120
11407140,Color,17
11407140,Neckline,8
11407242,Category,7
11407242,Fit,0
11407242,Sleeve Length,23
11407242,Fabric,160
11407242,Color,40
11407242,Neckline,8
11407270,Category,7
11407270,Fit,0
11407270,Sleeve Length,3
11407270,Fabric,73
11407270,Color,32
11407270,Neckline,4
11407278,Category,7
11407278,Fit,0
11407278,Sleeve Length,3
11407278,Fabric,114
11407278,Color,18
11407278,Neckline,26
11407432,Category,7
11407432,Fit,24
11407432,Sleeve Length,226
11407432,Color,17
11407432,Neckline,8
11407112,Category,1
11407112,Fit,0
11407112,Sleeve Length,78
11407112,Fabric,10
11407112,Color,18
11407112,Neckline,4
11407272,Category,7
11407272,Fit,0
11407272,Sleeve Length,3
11407272,Fabric,27
11407272,Color,40
11407272,Neckline,70
11407400,Category,7
11407400,Fit,0
11407400,Sleeve Length,13
11407400,Fabric,2
11407400,Color,28
11407400,Neckline,70
11460716,Category,12
11460716,Fabric,2
11460716,Color,35
11460716,Season,15
11460598,Category,1
11460598,Fit,0
11460598,Sleeve Length,13
11460598,Fabric,10
11460598,Color,28
11460598,Season,15
11460598,Neckline,8
11460608,Category,1
11460608,Fit,0
11460608,Sleeve Length,3
11460608,Fabric,16
11460608,Color,62
11460608,Season,15
11460608,Neckline,8
11460612,Category,1
11460612,Fit,0
11460612,Sleeve Length,13
11460612,Fabric,16
11460612,Color,62
11460612,Season,15
11460612,Neckline,4
11460614,Category,1
11460614,Fit,0
11460614,Sleeve Length,13
11460614,Fabric,16
11460614,Color,31
11460614,Season,15
11460614,Neckline,4
11460676,Category,1
11460676,Fit,14
11460676,Sleeve Length,13
11460676,Fabric,16
11460676,Color,28
11460676,Season,15
11460676,Neckline,8
11460678,Category,1
11460678,Fit,14
11460678,Sleeve Length,13
11460678,Fabric,16
11460678,Color,25
11460678,Season,15
11460678,Neckline,8
11460686,Category,1
11460686,Fit,37
11460686,Sleeve Length,3
11460686,Fabric,16
11460686,Color,28
11460686,Season,15
11460686,Neckline,49
11460746,Category,1
11460746,Fit,44
11460746,Sleeve Length,3
11460746,Fabric,27
11460746,Color,25
11460746,Season,15
11460746,Neckline,4
11460752,Category,1
11460752,Fit,0
11460752,Sleeve Length,3
11460752,Fabric,91
11460752,Color,54
11460752,Season,15
11460752,Neckline,49
11460756,Category,1
11460756,Fit,0
11460756,Sleeve Length,13
11460756,Fabric,27
11460756,Color,32
11460756,Season,15
11460756,Neckline,8
11460762,Category,1
11460762,Fit,0
11460762,Sleeve Length,13
11460762,Fabric,27
11460762,Color,20
11460762,Season,15
11460762,Neckline,8
11460766,Category,1
11460766,Fit,0
11460766,Sleeve Length,3
11460766,Fabric,27
11460766,Color,25
11460766,Neckline,4
11460772,Category,1
11460772,Fit,0
11460772,Sleeve Length,3
11460772,Fabric,27
11460772,Color,17
11460772,Season,15
11460772,Neckline,4
11460780,Category,1
11460780,Fit,0
11460780,Sleeve Length,13
11460780,Fabric,27
11460780,Color,59
11460780,Season,15
11460780,Neckline,8
11460782,Category,1
11460782,Fit,0
11460782,Sleeve Length,13
11460782,Fabric,27
11460782,Color,20
11460782,Season,15
11460782,Neckline,8
11460784,Category,1
11460784,Fit,0
11460784,Sleeve Length,13
11460784,Fabric,27
11460784,Color,59
11460784,Season,15
11460784,Neckline,8
11460786,Category,1
11460786,Fit,0
11460786,Sleeve Length,13
11460786,Fabric,27
11460786,Color,32
11460786,Season,15
11460786,Neckline,4
11460788,Category,1
11460788,Fit,0
11460788,Sleeve Length,13
11460788,Fabric,27
11460788,Color,35
11460788,Season,15
11460788,Neckline,4
11460792,Category,1
11460792,Fit,0
11460792,Sleeve Length,13
11460792,Color,95
11460792,Season,15
11460792,Neckline,4
11460802,Category,1
11460802,Fit,0
11460802,Sleeve Length,3
11460802,Fabric,10
11460802,Color,35
11460802,Season,15
11460802,Neckline,8
11460806,Category,1
11460806,Fit,0
11460806,Sleeve Length,13
11460806,Fabric,2
11460806,Color,25
11460806,Season,15
11460806,Neckline,8
11460810,Category,1
11460810,Fit,0
11460810,Sleeve Length,13
11460810,Fabric,10
11460810,Color,20
11460810,Season,15
11460810,Neckline,8
11460854,Category,1
11460854,Fit,44
11460854,Sleeve Length,3
11460854,Fabric,68
11460854,Color,17
11460854,Season,15
11460854,Neckline,26
11461004,Category,1
11461004,Fit,0
11461004,Sleeve Length,3
11461004,Fabric,27
11461004,Color,17
11461004,Season,15
11461004,Neckline,8
11461006,Category,1
11461006,Fit,0
11461006,Sleeve Length,3
11461006,Fabric,27
11461006,Color,18
11461006,Season,15
11461006,Neckline,8
11461008,Category,1
11461008,Fit,0
11461008,Sleeve Length,3
11461008,Fabric,27
11461008,Color,62
11461008,Season,15
11461008,Neckline,8
11461010,Category,1
11461010,Fit,0
11461010,Sleeve Length,3
11461010,Fabric,27
11461010,Color,25
11461010,Season,15
11461010,Neckline,8
11461012,Category,1
11461012,Fit,0
11461012,Sleeve Length,3
11461012,Fabric,27
11461012,Color,28
11461012,Season,15
11461012,Neckline,8
11461014,Category,1
11461014,Fit,44
11461014,Sleeve Length,3
11461014,Fabric,27
11461014,Season,15
11461014,Neckline,4
11461020,Category,1
11461020,Fit,0
11461020,Sleeve Length,53
11461020,Fabric,10
11461020,Color,32
11461020,Season,15
11461020,Neckline,4
11461022,Category,1
11461022,Fit,0
11461022,Sleeve Length,53
11461022,Fabric,10
11461022,Color,102
11461022,Season,15
11461022,Neckline,4
11461024,Category,1
11461024,Fit,0
11461024,Sleeve Length,3
11461024,Fabric,16
11461024,Color,32
11461024,Season,15
11461024,Neckline,8
11461026,Category,1
11461026,Fit,0
11461026,Sleeve Length,3
11461026,Fabric,16
11461026,Color,31
11461026,Season,15
11461026,Neckline,8
11461030,Category,1
11461030,Fit,0
11461030,Sleeve Length,3
11461030,Fabric,10
11461030,Color,31
11461030,Season,15
11461030,Neckline,8
11461034,Category,1
11461034,Fit,0
11461034,Sleeve Length,3
11461034,Fabric,91
11461034,Color,32
11461034,Season,15
11461034,Neckline,4
11461036,Category,1
11461036,Fit,24
11461036,Sleeve Length,53
11461036,Fabric,10
11461036,Color,32
11461036,Season,15
11461036,Neckline,8
11461038,Category,1
11461038,Fit,24
11461038,Sleeve Length,53
11461038,Fabric,10
11461038,Color,102
11461038,Season,15
11461038,Neckline,8
11461042,Category,1
11461042,Fit,0
11461042,Sleeve Length,3
11461042,Fabric,16
11461042,Color,32
11461042,Season,15
11461042,Neckline,4
11461044,Category,1
11461044,Fit,0
11461044,Sleeve Length,3
11461044,Fabric,16
11461044,Color,102
11461044,Season,15
11461044,Neckline,4
11461062,Fabric,2
11461062,Color,17
11461062,Season,15
11461106,Color,28
11461106,Season,15
11461108,Color,28
11461108,Season,15
11460680,Category,1
11460680,Fit,0
11460680,Sleeve Length,13
11460680,Fabric,16
11460680,Color,28
11460680,Season,15
11460680,Neckline,4
11460682,Category,1
11460682,Fit,0
11460682,Sleeve Length,13
11460682,Fabric,16
11460682,Color,28
11460682,Season,15
11460682,Neckline,4
11460864,Category,1
11460864,Fabric,16
11460864,Color,20
11460864,Season,15
11461040,Category,1
11461040,Fit,0
11461040,Sleeve Length,3
11461040,Fabric,125
11461040,Color,32
11461040,Season,15
11461040,Neckline,8
11461062,Category,1
11461106,Category,1
11461108,Category,1
11460900,Category,7
11460900,Fit,36
11460900,Sleeve Length,13
11460900,Fabric,2
11460900,Color,166
11460900,Season,15
11460900,Neckline,26
11460984,Category,7
11460984,Fit,36
11460984,Sleeve Length,3
11460984,Fabric,10
11460984,Color,17
11460984,Season,15
11460984,Neckline,4
11460986,Category,7
11460986,Fit,36
11460986,Sleeve Length,3
11460986,Fabric,10
11460986,Color,35
11460986,Season,15
11460986,Neckline,4
11460894,Category,7
11460894,Fit,0
11460894,Sleeve Length,3
11460894,Fabric,10
11460894,Color,17
11460894,Season,15
11460894,Neckline,4
11460902,Category,7
11460902,Fit,0
11460902,Sleeve Length,3
11460902,Fabric,27
11460902,Color,25
11460902,Neckline,70
11460904,Category,7
11460904,Fit,0
11460904,Sleeve Length,3
11460904,Fabric,2
11460904,Color,28
11460904,Season,15
11460904,Neckline,26
11460908,Category,7
11460908,Fit,0
11460908,Sleeve Length,3
11460908,Fabric,27
11460908,Color,32
11460908,Season,15
11460908,Neckline,8
11460910,Category,7
11460910,Fit,0
11460910,Sleeve Length,3
11460910,Fabric,27
11460910,Color,22
11460910,Season,15
11460910,Neckline,8
11460914,Category,7
11460914,Fit,0
11460914,Sleeve Length,3
